KEY,ENGLISH,KOREAN,CHECKED
m.plortonomics.dervish_slime,"Dervish plorts are a fantastic source of clean energy that helps give turbines and \
    generators an extra boost. They are in constant demand as curiously, there is a finite number of spins stored in \
	every dervish plort.",,
t.tangle_slime,Tangle Slime,,
m.intro.tangle_slime,A slime that- that- AACHOOOO!,,
m.diet.tangle_slime,Meat,,
m.favorite.tangle_slime,Painted Hen,,
m.slimeology.tangle_slime,"Though the tangle slime may look innocent with its wide smile and colorful flower atop its \
    head, it's actually a fearsome predator with a big appetite for tasty meat. The tangle slime earned its name from \
	the twisting vines that it can produce to grab things in the environment. \n\
	\n\
	It's unknown what caused the tangle slime to become such a fearsome predator in the barren wastes of the Glass \
	Desert. However, if the land once resembled the lush greenery of the oases within, perhaps the tangle slime \
	evolved in a much different environment than what you see today.",,
m.risks.tangle_slime,"The tangle slime can be a handful on the ranch if they're not well-fed at all times. Not only \
    can tangle slimes tunnel their vines underground to snatch food and plorts from outside of their corrals, but the \
	flowers on their head can produce a noxious pollen cloud that causes other slimes to go into sneezing fits.\n\
	\n\
	When slimes sneeze from the pollen their agitation rapidly increases, causing more boom slime explosions, crystal \
	slime spikes, and all around jumpiness.",,
m.plortonomics.tangle_slime,"Despite the troublesome nature of the slimes that create them, tangle plorts have \
    incredibly beneficial agricultural applications. Fertilizers and growth formulas made from tangle plorts are used \
	by farms all across Earth to greatly enhance crop production.\n\
	\n\
	It's speculated that the unusually high nutrient count found within tangle plorts that now grow Earth's vegetables \
	results from the tangle slime's incredible appetite for chickens, but that's super gruesome so let's just ignore \
	that.",,
t.mosaic_slime,Mosaic Slime,,
m.intro.mosaic_slime,Remarkable from every angle.,,
m.diet.mosaic_slime,Veggies,,
m.favorite.mosaic_slime,Silver Parsnip,,
m.slimeology.mosaic_slime,"The mosaic slime gets its name from the glittering array of glass tiles that cover its \
    body. This glass produces a similar anomaly found in the desert itself, making the mosaic slime beautiful, but quite dangerous.",,
m.risks.mosaic_slime,"Mosaic slimes can be very dangerous for an unprepared rancher. Their glass tiles create a \
    shimmering effect in daylight that attracts other slimes to them. It is unknown why slimes exhibit this behavior \
	exactly, but leading theories indicate that 'sparkly things are super cool.'\n\
	\n\
	Even more dangerous, the mosaic slime can produce glints in the space around them: ultra-hot solar anomalies that \
	grow in intensity before drifting toward the ground and bursting into flames. Glints can be snuffed with a splash \
	of water, but the best way to reduce their appearance is to ensure your mosaic slimes are well-fed and not agitated.",,
m.plortonomics.mosaic_slime,"Mosaic plorts are desired for researching the glass structures within the Glass Desert. \
    Samples of this glass turn brittle when taken from the Far, Far Range, yet interestingly, mosaic plorts seem \
	unaffected by this phenomenon.\n\
	\n\
	Almost certainly, this glass is being studied because it's really pretty and not because it can cause devastating solar anomalies.",,
t.tarr_slime,The Tarr,타르,
m.intro.tarr_slime,"Those awful, ravenous, rainbows.","그것들은 무섭고, 게걸스러우며, 무지개색입니다",
m.diet.tarr_slime,Slimes,슬라임들,
m.favorite.tarr_slime,Ranchers!,랜처들!,
m.slimeology.tarr_slime,"The tarr are formed when a largo eats a plort unlike the ones it produces. A terrible \
    transformation occurs that turns the slime into a sludge filled with a swirling, prismatic array of colors and a \
    relentless appetite. The tarr seek only to consume and replicate.\n\
    \n\
    The only way to stop a tarr outside of incinerating it or throwing it into the slime sea is with fresh water. One \
    splash will stop a tarr from spawning new tarr, and repeated splashes will destroy it entirely.\n\
    \n\
    Alternatively many ranchers recommend running away with their arms waving, and screaming.","타르 슬라임들은 라르고들이 원본과 다른 종류의 보석을 먹을 때 만들어집니다. \
슬라임은 소용돌이치는 여러 가지 색의 끈적이로 바뀌고 무지막지한 식욕을 가집니다. 그들은 오직 먹고 자신들을 복제하는 것을 반복합니다. \
그들을 막을 방법은 소각장에 타르 슬라임을 쳐넣거나 바다에 던지거나 담수를 이용하는 것입니다. 물을 계속 뿌리면 그들은 파괴됩니다.
다른 대안으로는, 많은 목장주들이 팔을 흔들고 비명을 지르며 도망치는 것을 추천합니다.",
m.risks.tarr_slime,"The tarr are the single biggest threat to ranchers. The tarr will seek out slimes to consume \
    and replicate themselves, but will also devour chickens, rot crops in their proximity, and even devour ranchers! \n\
    \n\
    Remember: ranching largos may be highly profitable, but one stray plort and you could wind up with a devastating \
    tarr outbreak.","타르 슬라임은 목장주에게 가장 큰 위험 중 하나입니다. \
그들은 스스로를 복제하며 닭과 농작물, 그리고 목장주를 삼켜버릴 것입니다.
기억하십시오:느림보 슬라임들은 수익성이 높지만, 실수로 놓친 보석 하나가 타르 폭동을 일으킬 수 있습니다.",
m.plortonomics.tarr_slime,"The tarr produce no plorts, only more tarr. And then more tarr still.",테라는 어떤 보석도 만들지 않으며 오직 더 많은 테라만을 만듭니다.,
t.gold_slime,Gold Slime,황금 슬라임,
m.intro.gold_slime,Get rich or die sliming.,부자가 되거나 슬라임으로 죽거나,
m.diet.gold_slime,Exclusive,특이,
m.favorite.gold_slime,(none),(없음),
m.slimeology.gold_slime,"The most elusive and sought after of all slime species is easily the gold slime. Very little \
    is known about these slippery creatures as they have proven impossible to capture. Gold slimes are quick as a flash \
    and will immediately begin to flee ranchers on sight. If a rancher is to profit from an encounter with a gold slime, \
    they need to think quick.","황금 슬라임은 모든 슬라임 중에서 가장 알려지지 않은 특별한 종입니다. \
황금 슬라임은 목장주를 발견한 즉시 도망갈 것이고 포획은 불가능합니다. \
만약 목장주가 골드 슬라임과의 만남에서 이득을 얻으려면 빨리 행동할 필요가 있습니다.",
m.risks.gold_slime,"Gold slimes produce no direct risks to a rancher but their appearance often induces panic and \
    leads to (sometimes fatal) mistakes. Further, the only way to obtain gold plorts is to strike a gold slime with \
    any spare resources in your vac. Doing so can produce a gold plort, though it also leaves a trail of additional \
    resources in the area, leading to unintended largos, or worse.","황금 슬라임은 목장주에게 위협이 되지 않지만 그들의 출현으로 당황할 수 있고 치명적인 실수로 이어집니다. \
황금 보석을 얻는 유일한 방법은 남는 자원으로 골드 슬라임을 공격하는(먹이는) 것입니다.\
이 행동이 느림보를 만들어내거나 더 나쁜 일을 초래할 수 있음에 주의하십시오.",
m.plortonomics.gold_slime,"Gold plorts have little practical use and are the most valuable of all plorts simply \
    because they are shiny and rare. Back on Earth, the elite love to adorn themselves in jewelry made of gold plorts, \
    far exceeding the value of any terrestrial precious metal. For this reason a rancher should never pass up the \
    chance to get a gold plort or two from a chance encounter with a gold slime.","황금 보석은 실용성은 없지만 단순히 반짝이기 때문에 가장 비쌉니다. 지구의 고위층들은 보석과 황금으로 자신을 치장합니다.\
이런 이유로 황금 보석은 어떤 보석들보다도 귀하기 때문에 \
목장주는 황금 보석 1~2개를 얻을 기회를 절대 놓치지 않을 것입니다.",
t.lucky_slime,Lucky Slime,행운 슬라임,
m.intro.lucky_slime,"Oooh, shiny!","오, 빛나는군요!",
m.diet.lucky_slime,Meat,고기,
m.favorite.lucky_slime,(none),(없음),
m.slimeology.lucky_slime,"Lucky slimes are a strange variant of tabby slimes that seem to have a fascination with \
    shiny objects, particularly newbuck coins. A lucky slime gobbles up any coin it can find, giving it a distinct \
    jingling sound as they move about.\n\
    \n\
    However, coins don't make for a balanced diet and a lucky slime will still greedily devour meat of any kind. In \
    so doing, its body bursts with a shower of newbucks, having little room left in its slimy tummy. This burst often \
    sends the lucky slime flying into the air.\n\
    \n\
    Upon detecting a rancher, the lucky slime will soon make a hasty retreat. No known rancher has ever been skillful \
    enough, or perhaps lucky enough, to capture one of these slippery slimes.","행운 슬라임은 반짝이는 물체, 특히 동전같은 물체에 강한 흥미를 가지는 고양이 슬라임의 이상한 변종입니다.\
행운 슬라임이 동전을 발견하면 바로 주워 먹기 때문에 움직일때마다 눈에 띄는 짤랑짤랑 소리가 납니다.\
\n\
하지만 동전은 균형잡힌 식단이 되지 못하며, 행운 슬라임은 어떠한 고기든지 탐욕스럽게 먹어 치울것입니다.\
이렇게 하면, 슬라임의 몸은 터지면서 동전이 쏟아질 것이며, 그 슬라임질 배는 조그만 공간만 남을 것입니다.\
이러한 폭발은 행운 슬라임을 공중으로 날려버릴 것입니다.\n\
\n\
행운 슬라임이 목장주를 발견하면 신속히 도망갑니다. 이 미끈거리는 슬라임을 한마리라도 잡아볼 정도로 충분히 숙련됬거나, 어쩌면 운이 좋을 만한 그런 목장주는 알려진적이 없습니다.",
m.risks.lucky_slime,"Lucky slimes pose the same risk to ranchers as other rare slimes: mainly, accidents in their \
    pursuit that can lead to a rancher's demise. The promise of a small fortune when encountering a lucky slime has \
    led more than a few ranchers head-first into the slime sea.\n\
    \n\
    This occurence has led some of the more superstitious ranchers to see the lucky slime as a bad omen, or perhaps as \
    the universe testing their greed. These ranchers will ignore lucky slimes altogether, even purposefully shooing \
    them away. Well, until you hear those newbucks jingling, and then, maybe just one shot couldn't hurt...","행운 슬라임은 다른 귀한 슬라임 처럼 다음과 같은 위험을 초래합니다:\
목장주가 뒤쫒을 때 사망으로 이어질 수 있는 사고를 초래할 수 있습니다. 행운 슬라임을 만났을 때 작은 재산이 생길 것이라는 기대때문에 일부 목장주가 슬라임 바다로 향하였습니다.\n\
\n\
이러한 일이 발생함에 따라 몇몇 미신을 믿는 목장주들은 행운 슬라임을 불행으 전조로 보았고, 어쩌면 우주가 그들의 탐욕을 시험하는 것이라 여겼습니다. 이런 목장주는 행운 슬라임을 모두 무시할 것이며 심지어 의도적으로 멀리 쏘아 보낼것입니다. 글쎄요, 동전이 짤랑거리는 소리를 듣기 전까지는, 한 방으로는 다치게할 수 없을껍니다...",
m.plortonomics.lucky_slime,"A lucky slime isn't known to produce plorts of any kind. Leading slime scientists believe \
    this to be the result of the lucky slime not being a true slime variant. Rather, lucky slimes are believed to be just \
    an abnormal tabby slime: one whose color has faded as a result of ingesting so many coins. It is perhaps this very \
    change that also led to ceasing plort production.",행운 슬라임은 어떤 종류의 보석도 생산하지 않는 것으로 알려져있습니다. 슬라임 연구를 이끌어가는 과학자들은 행운 슬라임이 진정한 슬라임 변종이 아니라는 것 때문이라고 생각합니다. 오히려 행운 슬라임은 많은 동전을 섭취하여 개성이 퇴화한 비정상적인 고양이 슬라임이라 여겨지고 있습니다. 아마도 바로 그 변화로 보석 생산도 중단되었을 것입니다.,
t.largo_slime,Largo Slimes,느림보 슬라임,
m.intro.largo_slime,There's just more to love.,그들은 단지 더 많은 걸 좋아합니다.,
m.diet.largo_slime,(source slime's diet),재료 슬라임의 먹이,
m.favorite.largo_slime,(source slime's favorite),재료 슬라임의 선호,
m.slimeology.largo_slime,"Largo slimes are a hybrid of two slimes resulting from a slime eating a plort unlike its own. \
	They are twice as big as normal slimes and have a combined diet of their two source slimes, making them enticing for \
	ranchers that want to maximize their profits. \n\
	\n\
	However, a largo is too big to vac and can only be transported using the end of the vac nozzle. This makes \
	them difficult to control if things get out of hand.","느림보 슬라임은 슬라임 두 종류의 혼합체이며 그 둘의 보석을 뱉어냅니다. \
그들은 일반적인 슬라임보다 훨씬 크고 원본이 되는 슬라임의 식단을 동시에 가지므로 \n\
 이익을 극대화하려는 목장주가 만들어내고는 합니다. \
그렇지만 이들은 너무 커서 빨아들일 수 없으며 통제하기 어렵고 오직 일일이 손으로 움직여야 합니다",
m.risks.largo_slime,"In addition to largos being more difficult to manage and having the combined powers of two \
	slimes, an even greater threat to ranchers lies within these super-sized slimes. If a largo eats a plort \
	unlike its two source slimes, it will transform into a ravenous tarr slime! \n\
	\n\
	Ranchers need to be very careful when dealing with largos or risk an outbreak of tarr that can quickly overtake \
	their entire ranch. Always carry a full tank of water just in case!","느림보 슬라임은 두 마리의 결합된 능력을 가지고 있지만 관리하기가 더 어렵습니다. \
목장주에게 있어 더 큰 위험은, 이들이 원래 슬라임의 보석들과 다른 종류의 보석을 먹으면 타르로 변할 것이라는 점입니다. \
목장주는 느림보 슬라임을 다룰 때 항상 타르로 변할 수 있다는 점을 염두에 두고 조심스럽게 관리해야 합니다. \
만에 하나의 경우를 대비해서 항상 충분한 양의 물탱크를 휴대하십시오.",
m.plortonomics.largo_slime,"When a largo eats, it produces plorts of both source slime types, making them potentially \
	very lucrative for ranchers that can deal with the added risk of keeping them.","느림보 슬라임은 음식을 먹을 때 두 종류의 보석을 생산해내며 \
추가적인 위험을 감수할 수 있는 목장주에게 매우 유리합니다.",
t.gordo_slime,Gordo Slimes,고도 슬라임,
m.intro.gordo_slime,Bon appetit!,식욕을 돋구세요!,
m.diet.gordo_slime,(source slime's diet),(슬라임 먹이의 원천),
m.favorite.gordo_slime,(source slime's favorite),(슬라임 선호의 원천),
m.slimeology.gordo_slime,"Gordo slimes are a rare phenomenon that occurs when multiple slimes of the same type \
	congregate. The result is that the slimes seem to merge together into a much larger slime that is seemingly \
	incapable of movement. \n\
	\n\
	A gordo will eat until it bursts, causing all the slimes to separate once more, as well as revealing whatever \
	object it was that caused the gordo to form in the first place.","고도 슬라임은 드물게 같은 종류의 여러 슬라임이 생길 때 발생하는 드문 현상입니다. 훨씬 큰 슬라임으로 합쳐진 것처럼 보입니다. \
고도 슬라임은 움직일 수 없으며 배 터질 때까지 먹을 것이고 그 후에 원래대로 분리되어 돌아갈 것입니다. \
아마도 고도 슬라임은 그런 식탐 때문에 만들어진 거겠죠.",
m.risks.gordo_slime,"Gordos pose no real risk to ranchers, they can only sometimes be a nuisance in that they \
	are hiding something a rancher might need. So if you see a gordo, feed it!","고도들은 목장주에게 위협이 되지 않으며 도움이 되는 것들을 숨기고 있습니다. \
그러니 그들을 발견하거든, 먹이십시오!",
m.plortonomics.gordo_slime,"Gordos produce no plorts on their own, however the slimes they produce after \
	bursting do like any normal slime.","고도 슬라임은 아무런 보석도 만들어내지 못하며 \
배가 터진 후에는 일반 슬라임들로 돌아갑니다.",
t.feral_slime,Feral Slimes,야생 슬라임,
m.intro.feral_slime,It's hard to be nice on an empty stomach.,공복감이 그들을 신사답지 못하게 하죠.,
m.diet.feral_slime,(source slime's diet),(슬라임 먹이의 원천),
m.favorite.feral_slime,(source slime's favorite),(슬라임 선호의 원천),
m.slimeology.feral_slime,"Feral slimes are largos with a mean streak that will attack a rancher on sight. \
	It's not known what exactly causes a largo to become so grumpy that it goes feral, but it's suspected \
	that they've simply gone too long without a bite to eat. Like so many things with slimes, food is everything. \n\
	\n\
	If a feral slime eats, it will revert to a normal largo.","야생 슬라임들은 목장주를 발견하는 즉시 공격할 것입니다.\
왜 그들이 그렇게 야만적이고 심술스러운지에 대해서는 알려진 바가 없지만 \
어쩌면 그들은 단순히 너무 배고픈 것일지도 모릅니다. 다른 모든 슬라임들처럼, 먹는 게 전부입니다.
야생 슬라임을 먹인다면, 그들은 일반적인 슬라임으로 돌아갈 것입니다.",
m.risks.feral_slime,"Feral slimes can pose a serious risk to ranchers if they're not dealt with quickly, or \
	avoided altogether. Feral slimes will attempt to bite ranchers at close range or jump in the air and try \
	to stomp them with their... butts? In any case, a rancher needs to act fast and feed the feral slime something \
	tasty to avoid such troubles.","야생 슬라임을 신속하게 처리하거나 피하지 않으면 목장주에게 심각한 위험을 야기할 수 있습니다. \
야생 슬라임은 목장주를 물려고 하거나 공중으로 뛰어올라 그들의 엉덩이로 깔아뭉개려 할 것입니다.\
빠르게 뭔가를 먹임으로서 목장주는 이러한 문제를 해결할 수 있습니다.",
m.plortonomics.feral_slime,"Feeding a feral slime not only calms it down, but it also produces plorts in the same \
	manner as a largo. Though, there are certainly easier ways out there to acquire plorts!","야생 슬라임을 먹이는 것은 그들을 진정시키는 것 뿐만 아니라 \
그들의 보석을 획득할 수 있는 확실한 방법입니다!",
t.carrot,Carrot,당근,
m.intro.carrot,"Next to a vacpack, it's a rancher's best friend.","배낭으로 넘어가죠, 그들은 목장주의 가장 좋은 친구입니다!",
m.favored_by.carrot,(none),(없음),
m.resource_type.carrot,Veggie,채식주의자,
m.how_to_use.carrot,"Deposit a carrot into a garden's depositor and you'll have a large carrot crop of your very own. \
    This crop will last for several harvests.","정원의 투입구에 당근을 넣으면 자신만의 큰 당근 밭이 만들어 집니다.\
이 밭은 몇 번은 수확할 수 있습니다.",
m.desc.carrot,"The humble carrot was brought to the Far, Far Range because they're easy to grow and nutritious. \
	Most ranchers swear by them as they're a handy portable snack, promote good night vision, and when juiced \
	are second only to coffee as the perfect morning beverage.","수수한 당근은 기르기 쉽고 영양가가 있기 때문에 머나먼 방목장으로 가져왔습니다.\
많은 목장주들이 간편하게 들고다니며 먹기 좋은 간식이라 하는 당근은 야간 시력을 좋게 하고, 아침에 마시는 완벽한 음료로는 커피에 버금가는 쥬스도 됩니다.",
t.ocaoca,Oca Oca,오카 오카,
m.intro.ocaoca,A tubular mix of colorful spuds.,대롱모양의 화려한 색이 섞여있는 감자,
m.favored_by.ocaoca,Rad Slime,방사능 슬라임,
m.resource_type.ocaoca,Veggie,야채,
m.how_to_use.ocaoca,"Deposit an oca oca into a garden's depositor and you'll have a large oca oca crop of your very own. \
    This crop will last for several harvests.","정원의 투입구에 오카 오카을 넣으면 자신만의 큰 오카 오카 밭이 만들어 집니다.\
이 밭은 몇 번은 수확할 수 있습니다.",
m.desc.ocaoca,"A staple of cooking on the range, the hearty oca oca is a naturally salty, soft spud. As the key \
    ingredient to the always tasty 'rancher's hashbrowns' they have likely been the fuel for a great deal of slime \
    wrangling since their discovery on the range.","방목지에서 요리용 재료로, 왕성한 오카 오카는 자연적으로 짭조름하고 부드러운 감자입니다. 항상 맛있는 '목장주의 해시브라운'의 핵심 성분이기 때문에 오카 오카가 방목장에서 발견된 이후로 슬라임들이 빈번하게 다투는데 부채질을 하였습니다.",
t.beet,Heart Beet,하트비트,
m.intro.beet,"If you listen to it closely, you can faintly hear a veggie.",귀에 가져다대고 들으면 희미한 야채 소리를 들을 수 있습니다.,
m.favored_by.beet,Rock Slime,암석 슬라임,
m.resource_type.beet,Veggie,야채,
m.how_to_use.beet,"Deposit a heart beet into a garden's depositor and you'll have a large heart beet crop of your very own. \
    This crop will last for several harvests.","정원의 투입구에 하트비트를 넣으면 자신만의 큰 하트비트 밭이 만들어 집니다.\
이 밭은 몇 번은 수확할 수 있습니다.",
m.desc.beet,"Heart beets get their name from their deep, red color and heart-like shape. Heart beets are also \
    unusually juicy for a beet, making it the only veggie that's not for the squeamish in the kitchen.",하트 비트라는 이름은 짙은 빨간색과 심장 모양처럼 생긴 것으로 부터 왔습니다. 하트 비트는 보통 비트처럼 즙이 많아서 주방에서 비위가 약한 사람한테는 적합하지 않은 유일한 야채입니다.,
t.onion,Odd Onion,오드 양파,
m.intro.onion,"I wouldn't trust this onion, even less so than a normal onion.",평범한 양파보다 적을지라도 난 이 양파를 믿지 않을 것이다.,
m.favored_by.onion,Crystal Slime,수정 슬라임,
m.resource_type.onion,Veggie,채식주의자,
m.how_to_use.onion,"Deposit an odd onion into a garden's depositor and strangely, carrots will begin to grow. However, \
	there is a good chance you'll get some odd onions in the crop as well. This crop will last for several harvests.","정원의 투입구에 오드 양파를 넣으면 자신만의 큰 오드 양파 밭이 만들어 집니다.\
이 밭은 몇 번은 수확할 수 있습니다.",
m.desc.onion,"Odd onions can only be foraged in the wild from the Indigo Quarry; however, you'll never encounter an odd \
	onion patch. Instead, odd onions can be found randomly in other veggie patches. As the saying goes, 'forage in the Indigo \
	Quarry and you'll always find the odd onion in your haul.'","오드 양파는 인디고 채석장의 야생에서만 발견할 수 있습니다; 하지만, 오드 양파 텃밭을 마주치지는 못할 것입니다. \
대신에 오드 양파는 다른 야채 텃밭에서 무작위로 발견할 수 있습니다. 속담에도 있듯이, '인디고 채석장에서 먹을 것을 찾아다니다보면 항상 그물에는 오드 양파를 찾게 될 것이다'",
t.parsnip,Silver Parsnip,은색 파스닙,
m.intro.parsnip,"Like a carrot's rich, sophisticated cousin. Also, it's silver.","당근의 호화롭고, 우아한 사촌 같습니다. 또한, 은색이기까지 합니다.",
m.favored_by.parsnip,Mosaic Slime,메테오 슬라임,
m.resource_type.parsnip,Veggie,채식주의자,
m.how_to_use.parsnip,"Deposit a silver parsnip into a garden's depositor and you'll have a large silver parsnip crop of your very own. \
    This crop will last for several harvests.","정원의 투입구에 은색 파스닙을 넣으면 자신만의 큰 은색 파스닙 밭이 만들어 집니다.\
이 밭은 몇 번은 수확할 수 있습니다.",
m.desc.parsnip,"Despite their slightly metallic aftertaste, these shimmering root veggies are considered a delicacy \
    by gourmands across the galaxy. On the Far, Far Range, ranchers often eat them during the holidays, to bring good \
    fortune in the coming year.","뒷맛에 금속맛이 약간 날지라도, 은하계 전역의 미식가들은 이 반짝이는 뿌리 채소를 진미로 여깁니다. 머나먼 방목장에서는 목장주들이 내년에 행운을 가져다 주리라 생각하면서 연말 휴가때 은색 파스닙을 먹습니다.",
t.pogo,Pogofruit,포고프루트,
m.intro.pogo,"The most common fruit found on the Range, and some say, the most delicious.",방목장에서 가장 흔한 과일입니다. 누군가는 가장 맛있다고도 합니다.,
m.favored_by.pogo,(none),(없음),
m.resource_type.pogo,Fruit,과일,
m.how_to_use.pogo,"Deposit a pogofruit into a garden's depositor and you'll grow a large pogofruit tree of your very \
    own. This tree will last for several harvests.","정원의 투입구에 포고프루트을 넣으면 자신만의 큰 포고프루트 나무가 만들어 집니다.\
이 나무에서 몇 번은 수확할 수 있습니다.",
m.desc.pogo,"Pogofruit are a common sight almost anywhere on the Far, Far Range. Tasting a bit like a peach, they're \
    most notable for having their trademark spots both on and under the skin.",포고프루트는 머나먼 방목장에 어디에서나 흔히 볼 수 있습니다. 복숭아처럼 한입 베어 물어보면 껍질 밖과 껍질 안 두 곳에서 특짐 점을 볼 수 있을것입니다.,
t.mango,Mint Mango,민트 망고,
m.intro.mango,"Intensely sweet with a cool, minty finish.",강렬하게 달면서 시원하고 민트향으로 마무리됩니다.,
m.favored_by.mango,Honey Slime,꿀 슬라임,
m.resource_type.mango,Fruit,과일,
m.how_to_use.mango,"Deposit a mint mango into a garden's depositor and you'll grow a large mint mango tree of your \
    very own. This tree will last for several harvests.","정원의 투입구에 민트 망고를 넣으면 자신만의 큰 민트 망고 나무가 만들어 집니다.\
이 나무에서 몇 번은 수확할 수 있습니다.",
m.desc.mango,"The mint mango is perhaps the sweetest fruit ever discovered. Its appearance is that of a mango, with a \
    thicker, syrup-like juice, and a bright, minty aftertaste. It's no wonder honey slimes seek them out or that they \
    have such amazingly fresh breath.","민트 망고는 아마도 지금까지 발견 된 과일중 가장 달콤한 과일일 것입니다. 망고같은 생김새에 진하고 시럽 같은 과즙, 선명하고 민트 향이 나는 끝맛이 있습니다. 꿀 슬라임이 민트 망고를 찾아다니는 것이나 꿀 슬라임이 놀랄만큼 생생한 향기를 가지고 있는 것이 놀랄 일이 아닙니다.",
t.cuberry,Cuberry,각딸기,
m.intro.cuberry,"Delicate, sweet, and they never roll off the table.","맛 좋고, 달달하고, 절대 테이블에서 굴러 떨어지지 않습니다.",
m.favored_by.cuberry,Phosphor Slime,형광 슬라임,
m.resource_type.cuberry,Fruit,과일,
m.how_to_use.cuberry,"Deposit a cuberry into a garden's depositor and you'll grow a large cuberry tree of your very \
    own. This tree will last for several harvests.","정원의 투입구에 각딸기를 넣으면 자신만의 큰 각딸기 나무가 만들어 집니다.\
이 나무에서 몇 번은 수확할 수 있습니다.",
m.desc.cuberry,"Due to their sweet taste and curious shape, cuberries were quick to become a favorite amongst the \
    first ranchers on the range. They are often used in cakes and pies when celebrating special occasions, like \
    birthdays or Plortapalooza.",각딸기의 달달한 맛과 신기하게 생긴 모양 때문에 각딸기는 방목장의 첫 세대 목장주들 사이에서 선호하는 과일로 퍼져나갔습니다. 생일이나 Plortapalooza 같이 특별한 일을 축하해야 할 때 종종 케이크나 파이에 각딸기를 넣습니다.,
t.pear,Prickle Pear,프리클 피어,
m.intro.pear,This is a fruit that knows how to fight back.,이 과일은 어떻게 반격하면 좋은지 잘 아는 과일이다.,
m.favored_by.pear,Dervish Slime,데르비시 슬라임,
m.resource_type.pear,Fruit,과일,
m.how_to_use.pear,"Deposit a prickle pear into a garden's depositor and you'll grow a large prickle pear tree of your \
    very own. This tree will last for several harvests.","정원의 투입구에 프리클 피어를 넣으면 자신만의 큰 프리클 피어 나무가 만들어 집니다.\
이 나무에서 몇 번은 수확할 수 있습니다.",
m.desc.pear,"Prickle pears are as tough as the Glass Desert itself: having a thick, leathery skin and covered in \
    sharp barbs, they're an 'acquired taste' to be sure. But those that put forth the (cautious) effort will find one \
	of the sweetest fruits in the known universe hiding within.",(출현 묘사),
t.lemon,Phase Lemon,,
m.intro.lemon,Plucked from a tree rooted in the... past? Future? Or...?,,
m.favored_by.lemon,Quantum Slime,,
m.resource_type.lemon,Fruit,,
m.how_to_use.lemon,"Deposit a phase lemon into a garden's depositor and you'll grow a large phase lemon tree of your \
    very own. This tree will last for several harvests.",,
m.desc.lemon,"A phase lemon comes from a different place and time. They are like an echo, reverberating \
    through the halls of the Ancient Ruins, never staying in the same place for long.\n\
	\n\
	In order to harvest phase lemons a rancher must pass fruit matter through the phase lemon tree when lemons are \
	present. This process somehow removes the fruit from our reality and phases in a lemon in exchange.",,
t.chickadoo,Chickadoo,병아리,
m.intro.chickadoo,So little and soft you'd think they're filled with marshmallow.,너무 작고 부드러워서 안에 마시멜로우로 차있다고 생각할 수 있습니다.,
m.favored_by.chickadoo,(not slime food),(슬라임 음식이 아님),
m.resource_type.chickadoo,Future Meat,고기가 될 예정,
m.how_to_use.chickadoo,Keep chickadoos in a safe place and they'll eventually grow into a hen hen or roostro.,병아리를 안전한 장소에 두면 결국에는 헨 암탉이나 수탉으로 성장할 것입니다.,
m.desc.chickadoo,"Chickadoos are baby chickens that will eventually grow into a hen hen or more rarely, a roostro.\n\
    \n\
    Chickadoos of all varieties will never be eaten by slimes. Some believe this is because slimes are too kind-hearted \
    to do such a thing. Others believe it's because chickadoos don't yet have enough meat on their bones.","병아리는 결국에는 주로 헨 암탉으로, 매우 드물게 수탉으로 성장하는 아기 닭입니다.\n\
\n\
슬라임은 어떠한 종류의 병아리도 먹지 않을 것입니다. 일부는 슬라임이 매우 인정이 많아서 먹지 않는 것이라 믿습니다. 다른 사람은 병아리가 아직 살집이 없기 때문이라고 믿습니다.",
t.stony_chickadoo,Stony Chickadoo,스토니 병아리,
m.intro.stony_chickadoo,This little chick had quite a hard upbringing.,이 작은 병아리는 매우 힘들게 자랐습니다.,
m.favored_by.stony_chickadoo,(not slime food),(슬라임 음식이 아님),
m.resource_type.stony_chickadoo,Future Meat,고기가 될 예정,
m.how_to_use.stony_chickadoo,Keep stony chickadoos in a safe place and they'll eventually grow into a stony hen or roostro.,병아리를 안전한 장소에 두면 결국에는 스토니 암탉이나 수탉으로 성장할 것입니다.,
m.desc.stony_chickadoo,"Stony chickadoos are baby chickens that will eventually grow into a stony hen or more rarely, a roostro.\n\
    \n\
    Chickadoos of all varieties will never be eaten by slimes. Some believe this is because slimes are too kind-hearted \
    to do such a thing. Others believe it's because chickadoos don't yet have enough meat on their bones.","병아리는 결국에는 주로 스토니 암탉으로, 매우 드물게 수탉으로 성장하는 아기 닭입니다.\n\
\n\
슬라임은 어떠한 종류의 병아리도 먹지 않을 것입니다. 일부는 슬라임이 매우 인정이 많아서 먹지 않는 것이라 믿습니다. 다른 사람은 병아리가 아직 살집이 없기 때문이라고 믿습니다.",
t.briar_chickadoo,Briar Chickadoo,브라이어 병아리,
m.intro.briar_chickadoo,A breed of chick that's totally bush-league.,완전히 질이 낮은 병아리 새끼,
m.favored_by.briar_chickadoo,(not slime food),(슬라임 음식이 아님),
m.resource_type.briar_chickadoo,Future Meat,고기가 될 예정,
m.how_to_use.briar_chickadoo,Keep briar chickadoos in a safe place and they'll eventually grow into a briar hen or roostro.,병아리를 안전한 장소에 두면 결국에는 브라이어 암탉이나 수탉으로 성장할 것입니다.,
